S.no,Dealer Name,Fabrication Number,Product Sub Group,Warranty Type,Model,Customer Name,Fabrication Number,Location,OEM person,Model,ESN,Service data,Service HMR,Category,Segment,Service Engineer,Comm Date,,Inv Date,Latest Service Call,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,,Feb-26,DATE,HMR,LAST SERCICE DETAIL,HMR,Last service date,OF,AFC,AFE,AOS,VK,OF HMR,OF LAST SERVICE DATE,HMR of OF since last service,Days of OF  since last service,HMR DUE,AGEING DUE,AFC HMR,AFC SERVICE DATE,HMR of AFC since last service,Days of AFC  since last service,AFE HMR,AFE SERVICE DATE,HMR of AFE since last service,Days of AFE  since last service,AOS HMR,AOS DATE,HMR of AOS since last service,Days of AOS  since last service,VK HMR,VK DATE,HMR of VK since last service,Days of VK since last service,status,Shifted,Scrapped,Dealer Remarks,Oil R Date,AFC R Date,AFE R Date,MOF R Date,ROF R Date,AOS R Date,RGT R Date,1500 kit R Date,3000 kit R Date
Out of Warranty,A,BTDD162190,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,VPR mining infra,BTDD162190,"MAGADH PROJECT, BALUMATH",,,NA,,,A (100% potential spares purchased),,Bikram  Sahoo,18-Aug-20,18-Aug-22,22-Jul-20,CC-01831209,,,6800,,0,7007,7000,0,05-02-2026,7007,0,6930,17-12-2025,0,0,0,0,0,0,18-08-2020,7007,1997,,,0,18-08-2020,7007,1997,0,18-08-2020,7007,1997,0,18-08-2020,7007,1997,0,18-08-2020,7007,1997,Active,,,#N/A,16-Dec-25,16-Dec-25,16-Dec-25,16-Dec-25,16-Dec-25,16-Dec-25,16-Dec-25,16-Dec-25,05-Dec-23
Out of Warranty,A,BTHD120963,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,Daewoo-L & T JV,BTHD120963,"GANGA BRIDGE, BAKHTIYARPUR, PATNA",,,LAHM109882,,,A (100% potential spares purchased),,Bikram  Sahoo,25-Nov-20,25-Nov-22,05-Nov-20,CC-01852049,,2715,,2770,2807,2854,0,2785,05-02-2026,2785,0,1445,05-12-2023,0,0,0,0,0,0,25-11-2020,2785,1897,,,0,25-11-2020,2785,1897,0,25-11-2020,2785,1897,0,25-11-2020,2785,1897,0,25-11-2020,2785,1897,Active,,,Low running,04-Dec-23,04-Dec-23,04-Dec-23,04-Dec-23,04-Dec-23,,,,
Out of Warranty,A,BTFD162244,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SRI KRISHNA DRILLERS,BTFD162244,PHOOLWARITAND,,,LDHM105537,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,05-Oct-20,05-Oct-22,09-Sep-20,CC-01843317,10790,,11210,,0,11613,11600,0,05-02-2026,11613,0,11340,24-10-2025,0,0,0,0,0,0,05-10-2020,11613,1948,,,0,05-10-2020,11613,1948,0,05-10-2020,11613,1948,0,05-10-2020,11613,1948,0,05-10-2020,11613,1948,Active,,,Low running,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,14-Mar-25,14-Mar-25,14-Mar-25,14-Mar-25
Out of Warranty,A,BUJD121019,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,PRANAV KUMAR SINGH,BUJD121019,"BIHAR, BEGUSARAI",,,LYHM113108,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,19-Feb-21,19-Feb-23,07-Jan-21,CC-01826933,4345,,4450,,0,4665,0,0,05-02-2026,4665,0,2499,29-12-2023,0,0,0,0,0,0,19-02-2021,4665,1812,,,0,19-02-2021,4665,1812,0,19-02-2021,4665,1812,0,19-02-2021,4665,1812,0,19-02-2021,4665,1812,Active,,,Spurious,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23
Out of Warranty,A,BTGD162296,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,ABHISHEK SONI,BTGD162296,"AMLO, PHUSHRO",,,LBHM108881,,,A (100% potential spares purchased),,Bikram  Sahoo,03-Dec-20,03-Dec-22,15-Oct-20,CC-01826658,6330,,6645,,0,7286,7260,0,05-02-2026,7286,0,7265,20-01-2026,0,0,0,0,0,0,03-12-2020,7286,1890,,,0,03-12-2020,7286,1890,0,03-12-2020,7286,1890,0,03-12-2020,7286,1890,0,03-12-2020,7286,1890,Active,,,#N/A,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26
Out of Warranty,A,BTGD120943,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,Anil Kumar Prabhakar,BTGD120943,BARHI,,,LBHM107996,,,A (100% potential spares purchased),,Bikram  Sahoo,05-Jan-21,05-Jan-23,20-Oct-20,CC-01852505,,2540,,2700,2809,2950,0,2745,05-02-2026,2745,0,No Service,NO Service,0,0,0,0,0,0,05-01-2021,2745,1856,,,0,05-01-2021,2745,1856,0,05-01-2021,2745,1856,0,05-01-2021,2745,1856,0,05-01-2021,2745,1856,Active,,,Spurious,,,,,,,,,
Out of Warranty,Shifted,DTFD120926,DPSAC - TROLLEY (C&M),Out of warranty,PG 430-100,GALA PROTEK LLP,DTFD120926,NEPAL,,,LEHM103673,,,B (Below 100% potential spares purchased),,Debraj Manna,20-May-23,20-May-25,29-Oct-20,CC-01210308,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,1717,30-10-2023,0,0,0,0,0,0,20-05-2023,#N/A,992,,,0,20-05-2023,#N/A,992,0,20-05-2023,#N/A,992,0,20-05-2023,#N/A,992,0,20-05-2023,#N/A,992,Shifted to Hydrabad (NATIONAL EQUIPMENT AGENGIES),Shifted to Hydrabad (NATIONAL EQUIPMENT AGENGIES),,,29-Oct-23,29-Oct-23,29-Oct-23,29-Oct-23,29-Oct-23,23-Apr-23,,23-Apr-23,
Out of Warranty,A,BTCD162149,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SHIV MINING DRILLING,BTCD162149,LODNA,,,KHHM103406,,,A (100% potential spares purchased),,Bikram  Sahoo,10-Jul-20,10-Jul-22,17-Jun-20,CC-01856652,,9710,,9710,9710,9710,0,9800,05-02-2026,9800,0,9800,19-02-2026,0,0,0,0,0,0,10-07-2020,9800,2036,,,0,10-07-2020,9800,2036,0,10-07-2020,9800,2036,0,10-07-2020,9800,2036,0,10-07-2020,9800,2036,Active,,,#N/A,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26
Out of Warranty,A,BTCD162162,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,AKSHARA DRILLERS,BTCD162162,KASUNDA,,,LHMA103389,,,A (100% potential spares purchased),,Bikram  Sahoo,22-Jul-20,22-Jul-22,26-Jun-20,CC-01856681,,9250,,9445,9575,9763,0,9505,05-02-2026,9505,0,9420,24-10-2025,0,0,0,0,0,0,22-07-2020,9505,2024,,,0,22-07-2020,9505,2024,0,22-07-2020,9505,2024,0,22-07-2020,9505,2024,0,22-07-2020,9505,2024,Active,,,#N/A,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25
Out of Warranty,A,BTGL160455,EPSAC - TROLLEY,Out of warranty,PG 90E-12.5,EKLAVAYA STONE & MINES PVT. LTD.,BTGL160455,"SHEKHPURA, BIHAR",,NA,NA,,,A (100% potential spares purchased),CONSTRUCTION                                                                    ,Bikram  Sahoo,04-Nov-20,04-Nov-22,16-Oct-20,CC-01826669,7760,,8180,,0,9040,0,0,05-02-2026,9040,0,0,04-12-2024,0,0,0,0,0,0,04-11-2020,9040,1918,,,0,04-11-2020,9040,1918,0,04-11-2020,9040,1918,0,04-11-2020,9040,1918,0,04-11-2020,9040,1918,Active,,,Low running,27-Feb-24,03-Dec-24,,03-Dec-24,03-Dec-24,03-Dec-24,03-Dec-24,03-Dec-24,03-Dec-24
Out of Warranty,A,BTFD162243,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SRI KRISHNA DRILLERS,BTFD162243,"KAARO SUBHASH NAGAR, DHANBAD",,,LDHM105534,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,27-Oct-20,27-Oct-22,09-Sep-20,CC-01826838,8610,,8795,,0,9169,9155,0,05-02-2026,9169,0,9160,21-01-2026,0,0,0,0,0,0,27-10-2020,9169,1926,,,0,27-10-2020,9169,1926,0,27-10-2020,9169,1926,0,27-10-2020,9169,1926,0,27-10-2020,9169,1926,Active,,,Low running,20-Jan-26,20-Mar-24,20-Mar-24,20-Mar-24,20-Mar-24,05-Jul-23,05-Jul-23,05-Jul-23,05-Jul-23
Out of Warranty,A,BTED162217,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SHAKTI COMMERCIALS,BTED162217,"C/O - PREM PRAKASH AGARWAL, OPP - HILLVIEW FUEL STATION, GODHUR, P.O - KUSUNDA, DHANBAD",,,LDHM105536,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,19-Sep-20,19-Sep-22,25-Aug-20,CC-01843288,9650,,9970,,0,10527,10500,0,05-02-2026,10527,0,9985,24-10-2025,0,0,0,0,0,0,19-09-2020,10527,1964,,,0,19-09-2020,10527,1964,0,19-09-2020,10527,1964,0,19-09-2020,10527,1964,0,19-09-2020,10527,1964,Active,,,#N/A,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,29-Dec-24,29-Dec-24,29-Dec-24,29-Dec-24
Warranty,B,BXAD164301,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),AJAY KUMAR MAHTO,BXAD164301,"PATRATU,Ramgardg",Samarjit,ALUW06DTI,RMHM107067,18-03-2025,1023,B (Below 100% potential spares purchased),,Bikram  Sahoo,08-Jul-24,08-Jul-26,26-Apr-24,CC-01860643,,1550,1665,1760,1878,,2000,2060,05-02-2026,2060,0,2000,02-03-2026,0,0,0,0,0,0,08-07-2024,2060,576,,,0,08-07-2024,2060,576,0,08-07-2024,2060,576,0,08-07-2024,2060,576,0,08-07-2024,2060,576,Active,,,Qtotation shared but not purchases (OW unit),01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26
,,BTED162209,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,VNR Drillers,BTED162209,#N/A,,,,,,C (Not Buying Spares or buying lubricants),MINING                                                                          ,Debraj Manna,28-Aug-20,28-Aug-22,18-Aug-20,CC-00680820,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,05-02-2026,#N/A,0,No Service,NO Service,0,0,0,0,0,0,28-08-2020,#N/A,1986,,,0,28-08-2020,#N/A,1986,0,28-08-2020,#N/A,1986,0,28-08-2020,#N/A,1986,0,28-08-2020,#N/A,1986,Active,,,Scrapped,16-Apr-22,,,,,,,,
Warranty,B,BYDD165173,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),Sushee Infra and Mining Ltd,BYDD165173,KODERMA,Amit,ALUW06DTI,SLHM110209,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,29-Oct-25,29-Oct-27,11-Sep-25,CC-01841879,,,,,,556,0,0,05-02-2026,556,0,No Service,NO Service,0,0,0,0,0,0,29-10-2025,556,98,,,0,29-10-2025,556,98,0,29-10-2025,556,98,0,29-10-2025,556,98,0,29-10-2025,556,98,Active,,,0,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25
Warranty,B,BXDD232126,DPSAC - TROLLEY (C&M),In Standard Warranty,PG 900-INTL,ABHISHEK SONI,BXDD232126,"BARKAGAON,Hazaribag",cummins,NTA 855 C,25496542,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,28-Nov-24,28-Nov-26,08-Oct-24,CC-01861334,,1260,1400,1590,1766,2038,0,2114,05-02-2026,2114,0,2114,14-02-2026,0,0,0,0,0,0,28-11-2024,2114,434,,,0,28-11-2024,2114,434,0,28-11-2024,2114,434,0,28-11-2024,2114,434,0,28-11-2024,2114,434,Active,,,0,13-Feb-26,13-Feb-26,13-Feb-26,13-Feb-26,13-Feb-26,20-Oct-25,13-Feb-26,20-Oct-25,27-Nov-24
Warranty,B,BXCD164415,DPSAC - TROLLEY (C&M),In Standard Warranty,PG 500-175,RAJ TRAVELS,BXCD164415,"CHATRO, JAMUA,Bihar",Ajay,ALUW06DTI,RKHM113057,25-02-2025,133,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,20-Jun-24,20-Jun-26,14-Jun-24,CC-01860612,,300,510,710,710,710,710,710,05-02-2026,710,0,No Service,NO Service,0,0,0,0,0,0,20-06-2024,710,594,,,0,20-06-2024,710,594,0,20-06-2024,710,594,0,20-06-2024,710,594,0,20-06-2024,710,594,Active,,,0,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24
Warranty,B,BXCD164396,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),SAE IMPERIAL HOLDINGS,BXCD164396,"BHOWRA,Dhanbad",Amit,ALUW06DTI,RNHM105020,#N/A,#N/A,B (Below 100% potential spares purchased),DRILLING OE'S                                                                   ,Bikram  Sahoo,12-Mar-25,12-Mar-27,06-Jun-24,CC-01861648,,465,465,465,495,1610,1294,1624,05-02-2026,1624,0,No Service,NO Service,0,0,0,0,0,0,12-03-2025,1624,329,,,0,12-03-2025,1624,329,0,12-03-2025,1624,329,0,12-03-2025,1624,329,0,12-03-2025,1624,329,Active,,,0,12-Mar-25,12-Mar-25,11-Mar-25,11-Mar-25,11-Mar-25,11-Mar-25,11-Mar-25,11-Mar-25,11-Mar-25
Warranty,B,BXBD164357,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),G S ENTERPRISES,BXBD164357,"AMRAPALI PROJECT, TANDWA,Chatra",Samarjit,ALUW06DTI,RLHM109263,06-09-2025,1388,B (Below 100% potential spares purchased),,Bikram  Sahoo,14-Aug-24,14-Aug-26,21-May-24,CC-01861214,,1660,1685,1710,1739,1784,1770,1785,05-02-2026,1785,0,0,19-05-2025,0,0,0,0,0,0,14-08-2024,1785,540,,,0,14-08-2024,1785,540,0,14-08-2024,1785,540,0,14-08-2024,1785,540,0,14-08-2024,1785,540,Active,,,0,18-May-25,18-May-25,18-May-25,18-May-25,18-May-25,18-May-25,18-May-25,18-May-25,18-May-25
Out of Warranty,Shifted,BVLD163067,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,MANOJ KUMAR,BVLD163067,"TAPIN PROJECT, CHARHI",,,NKHM103981,,,A (100% potential spares purchased),MINING                                                                          ,Sudip Mondal,11-May-22,11-May-24,31-Mar-22,CC-01514343,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,5465,18-10-2024,0,0,0,0,0,0,11-05-2022,#N/A,1365,,,0,11-05-2022,#N/A,1365,0,11-05-2022,#N/A,1365,0,11-05-2022,#N/A,1365,0,11-05-2022,#N/A,1365,Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),,,06-Jan-25,06-Jan-25,06-Jan-25,06-Jan-25,27-Jun-24,06-Jan-25,27-Jun-24,06-Jan-25,27-Jun-24
Out of Warranty,A,BVED163244,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),AKSHARA DRILLERS,BVED163244,PHUSHRO,,,NHHM108745,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,15-Mar-23,15-Mar-25,23-Aug-22,CC-01856886,,6620,,6845,6975,7163,0,6905,05-02-2026,6905,0,6800,24-10-2025,0,0,0,0,0,0,15-03-2023,6905,1057,,,0,15-03-2023,6905,1057,0,15-03-2023,6905,1057,0,15-03-2023,6905,1057,0,15-03-2023,6905,1057,Active,,,0,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25
Out of Warranty,A,BVIL161084,DPSAC - SKID (C&M),Out of warranty,PG 90E-12.5,JYOTI CONSTRUCTION AND ENGINEERING PVT. LTD,BVIL161084,PIPRA,,NA,NA,,,A (100% potential spares purchased),"GUNNETING,SHOT BLASTING,PAINTI                                                  ",Bikram  Sahoo,10-Feb-23,10-Feb-25,30-Dec-22,CC-01819395,,3250,3275,,0,3387,0,0,05-02-2026,3387,0,0,12-07-2024,0,0,0,0,0,0,10-02-2023,3387,1090,,,0,10-02-2023,3387,1090,0,10-02-2023,3387,1090,0,10-02-2023,3387,1090,0,10-02-2023,3387,1090,Active,,,0,17-Mar-24,11-Jul-24,11-Jul-24,11-Jul-24,11-Jul-24,11-Jul-24,11-Jul-24,11-Jul-24,11-Jul-24
Out of Warranty,A,BVED163231,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,MYTHRI INFRASTRUCTURE AND MINING INDIA PVT LTD,BVED163231,"SUNDER NAGAR, JAMSHEDPUR",,,NJHM107026,,,A (100% potential spares purchased),,Bikram  Sahoo,13-Oct-22,13-Oct-24,09-Sep-22,CC-01830743,,,7090,,0,7928,7900,0,05-02-2026,7928,0,3073,30-08-2023,0,0,0,0,0,0,13-10-2022,7928,1211,,,0,13-10-2022,7928,1211,0,13-10-2022,7928,1211,0,13-10-2022,7928,1211,0,13-10-2022,7928,1211,Active,,,Customer delay,29-Aug-23,29-Aug-23,29-Aug-23,29-Aug-23,29-Aug-23,29-Aug-23,29-Aug-23,29-Aug-23,29-Aug-23
Out of Warranty,B,BWID164091,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),MD FAIYAJ KHAN,BWID164091,"GAYA, BIHAR",Ajay,ALUW06DTI,PEHM117522,#N/A,#N/A,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,23-Jan-24,23-Jan-26,30-Dec-23,CC-01860256,,1275,1375,1470,1470,1736,#N/A,#N/A,05-02-2026,#N/A,0,1520,18-12-2025,0,0,0,0,0,0,23-01-2024,#N/A,743,,,0,23-01-2024,#N/A,743,0,23-01-2024,#N/A,743,0,23-01-2024,#N/A,743,0,23-01-2024,#N/A,743,Active,,,0,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,22-Jan-24
Out of Warranty,Shifted,BWAD163648,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),SHIV MINING DRILLING,BWAD163648,LODNA,,,PLHM104126,,,A (100% potential spares purchased),,Bikram  Sahoo,16-May-23,16-May-25,13-Apr-23,CC-01838529,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,6500,16-02-2026,0,0,0,0,0,0,16-05-2023,#N/A,995,,,0,16-05-2023,#N/A,995,0,16-05-2023,#N/A,995,0,16-05-2023,#N/A,995,0,16-05-2023,#N/A,995,Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),,,15-Feb-26,15-Feb-26,15-Feb-26,15-Feb-26,17-Oct-25,17-Oct-25,05-Mar-24,05-Mar-24,17-Oct-25
Out of Warranty,A,BWJD163499,DPSAC - SKID (C&M),Out of warranty,PG 500-185,The Multi trade corporation,BWJD163499,"BASIA, GUMLA",,,NPHM121103,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,07-Jun-23,07-Jun-25,31-Jan-23,CC-01831414,,,1650,,0,1650,0,0,05-02-2026,1650,0,590,29-03-2024,0,0,0,0,0,0,07-06-2023,1650,974,,,0,07-06-2023,1650,974,0,07-06-2023,1650,974,0,07-06-2023,1650,974,0,07-06-2023,1650,974,Active,,,Spurious Parts,28-Mar-24,28-Mar-24,28-Mar-24,28-Mar-24,28-Mar-24,,,,
Out of Warranty,Shifted,BWKD163559,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),SUDERSHAN BOREWELL,BWKD163559,"BARWADA, DHANBAD",,,PNHM101663,,,A (100% potential spares purchased),,Debraj Manna,27-Apr-23,27-Apr-25,27-Feb-23,CC-01489500,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,505,04-07-2023,0,0,0,0,0,0,27-04-2023,#N/A,1014,,,0,27-04-2023,#N/A,1014,0,27-04-2023,#N/A,1014,0,27-04-2023,#N/A,1014,0,27-04-2023,#N/A,1014,Shifted to Hydrabad (NATIONAL EQUIPMENT AGENGIES),Shifted to Hydrabad (NATIONAL EQUIPMENT AGENGIES),,,06-Dec-24,19-Apr-24,19-Apr-24,06-Dec-24,,30-Jun-24,,19-Apr-24,
Out of Warranty,B,BWED163890,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),BROSHAN INDIA PVT LTD,BWED163890,"RANIGANJ, WB",,,NA,,,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,10-Oct-23,10-Oct-25,29-Aug-23,CC-01823789,,5860,5960,,0,6394,#N/A,#N/A,05-02-2026,#N/A,0,0,12-05-2025,0,0,0,0,0,0,10-10-2023,#N/A,848,,,0,10-10-2023,#N/A,848,0,10-10-2023,#N/A,848,0,10-10-2023,#N/A,848,0,10-10-2023,#N/A,848,Active,,,0,No Service,No Service,No Service,No Service,No Service,No Service,No Service,No Service,No Service
Warranty,B,BWHD231642,DPSAC - SKID (C&M),In Standard Warranty,PG 1100,AKSHARA DRILLERS,BWHD231642,"PHUSHRO,Bokaro",Amit,CUM/NTA-855-C,25489540,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,28-Dec-23,28-Dec-25,30-Nov-23,CC-01860212,,5325,5500,5515,5545,,5570,5604,05-02-2026,5604,0,4933,16-06-2025,0,0,0,0,0,0,28-12-2023,5604,770,,,0,28-12-2023,5604,770,0,28-12-2023,5604,770,0,28-12-2023,5604,770,0,28-12-2023,5604,770,Active,,,0,15-Jun-25,15-Jun-25,15-Jun-25,15-Jun-25,15-Jun-25,15-Jun-25,15-Jun-25,15-Jun-25,15-Jun-25
Out of Warranty,A,BVHD163374,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,DURODHAN MAHTO,BVHD163374,"DUMRI, DHANBAD",,,NBHM118514,,,A (100% potential spares purchased),,Bikram  Sahoo,25-Dec-22,25-Dec-24,25-Nov-22,CC-01831293,,,5085,,0,5503,0,5610,05-02-2026,5610,0,5610,19-02-2026,0,0,0,0,0,0,25-12-2022,5610,1137,,,0,25-12-2022,5610,1137,0,25-12-2022,5610,1137,0,25-12-2022,5610,1137,0,25-12-2022,5610,1137,Active,,,0,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26
Out of Warranty,A,BVID121544,DPSAC - SKID (C&M),Out of warranty,PG 330-100,Daewoo L&T JV Patna,BVID121544,PATNA,,,NA,,,A (100% potential spares purchased),CONSTRUCTION                                                                    ,Bikram  Sahoo,12-Jan-23,12-Jan-25,22-Dec-22,CC-01831389,,,2190,,2362,2503,0,0,05-02-2026,2503,0,No Service,NO Service,0,0,0,0,0,0,12-01-2023,2503,1120,,,0,12-01-2023,2503,1120,0,12-01-2023,2503,1120,0,12-01-2023,2503,1120,0,12-01-2023,2503,1120,Active,,,0,,,,,,,,,
Out of Warranty,A,BWKD163543,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),JRR PROJECTS,BWKD163543,LODNA MORE,,,NBHM120119,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,20-Mar-23,20-Mar-25,20-Feb-23,CC-01856873,,4685,,4800,4865,4959,0,4830,05-02-2026,4830,0,4775,24-10-2025,0,0,0,0,0,0,20-03-2023,4830,1053,,,0,20-03-2023,4830,1053,0,20-03-2023,4830,1053,0,20-03-2023,4830,1053,0,20-03-2023,4830,1053,Active,,,0,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25
Out of Warranty,A,BWBD163701,DPSAC - SKID (C&M),Out of warranty,PG 575S-225,PRAKASH RAM,BWBD163701,"C/O PRAKASH RAM, PHUSHRO",,,PKHM106718,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,30-Jun-23,30-Jun-25,30-May-23,CC-01831459,,,4000,,0,4208,0,0,05-02-2026,4208,0,4135,18-12-2025,0,0,0,0,0,0,30-06-2023,4208,951,,,0,30-06-2023,4208,951,0,30-06-2023,4208,951,0,30-06-2023,4208,951,0,30-06-2023,4208,951,Active,,,0,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25,17-Dec-25
Out of Warranty,B,BXKD164174,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),SHIV ENTERPRISES,BXKD164174,"GHATO,Ramgadh",Samarjit,ALUW06DTI,RPHM102133,13-10-2025,1472,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,04-Mar-24,04-Mar-26,12-Feb-24,CC-01860415,,1490,1615,1735,1735,1735,1735,1750,05-02-2026,1750,0,1750,19-02-2026,0,0,0,0,0,0,04-03-2024,1750,702,,,0,04-03-2024,1750,702,0,04-03-2024,1750,702,0,04-03-2024,1750,702,0,04-03-2024,1750,702,Active,,,0,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26
Out of Warranty,A,BVHD163336,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,HARDROCK INFRA,BVHD163336,ORMANJHI,,,NFHN111656,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,15-Nov-22,15-Nov-24,04-Nov-22,CC-01856787,,3090,,3090,3090,3090,0,3090,05-02-2026,3090,0,3090,19-02-2026,0,0,0,0,0,0,15-11-2022,3090,1178,,,0,15-11-2022,3090,1178,0,15-11-2022,3090,1178,0,15-11-2022,3090,1178,0,15-11-2022,3090,1178,Active,,,0,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26
Out of Warranty,A,BVGD163297,DPSAC - SKID (C&M),Out of warranty,PG 500-185,Lakecity infraprojects Pvt. Ltd.,BVGD163297,"KULI, RAMGRAH",,,NGHM109817,,,A (100% potential spares purchased),FOOD PROCESSING INDUSTRY.                                                       ,Bikram  Sahoo,01-Nov-22,01-Nov-24,12-Oct-22,CC-01831531,,,7000,,0,8985,0,9480,05-02-2026,9480,0,9480,19-02-2026,0,0,0,0,0,0,01-11-2022,9480,1192,,,0,01-11-2022,9480,1192,0,01-11-2022,9480,1192,0,01-11-2022,9480,1192,0,01-11-2022,9480,1192,Active,,,0,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26
